Time, GazeX, GazeY, GazeZ, GazePoint, CamX, CamY, CamZ,CamRotateX,CamRotateY,CamRotateZ, Dected_Objects,Accident,cross
5/8/2019 2:59:05 PM,420.545,0.7055269,465.6495,Cube,419.1332,0.9381235,464.3109,6.811411,46.44046,3.632427,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7050602,465.664,Cube,419.1361,0.9376926,464.3221,6.821918,46.4435,3.632658,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7046533,465.6579,Cube,419.1338,0.9379894,464.3154,6.82173,46.44158,3.630022,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7049405,465.6603,Cube,419.1367,0.9375845,464.3235,6.820876,46.43442,3.631847,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7043507,465.6661,Cube,419.1362,0.9376604,464.3225,6.819421,46.43079,3.6294,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7046039,465.6559,Cube,419.1339,0.9379985,464.3149,6.823336,46.43364,3.629406,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7058028,465.645,Cube,419.1324,0.9382451,464.3095,6.821488,46.43965,3.628099,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7049419,465.6472,Cube,419.1312,0.9383556,464.3055,6.816638,46.43745,3.622081,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.704716,465.6521,Cube,419.133,0.9381155,464.31,6.819068,46.4276,3.62562,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7058792,465.6475,Cube,419.1335,0.9380313,464.3128,6.827071,46.43194,3.623275,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7058792,465.6475,Cube,419.1335,0.9380313,464.3128,6.827071,46.43194,3.623275,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7066815,465.65,Cube,419.1358,0.9376861,464.3204,6.821073,46.4301,3.630024,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7045546,465.6583,Cube,419.1355,0.9376875,464.3199,6.829415,46.4192,3.632704,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7034411,465.6596,Cube,419.1324,0.9381203,464.3095,6.826508,46.4156,3.626405,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7036479,465.6651,Cube,419.1355,0.937712,464.3189,6.834639,46.4157,3.626446,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7036479,465.6651,Cube,419.1355,0.937712,464.3189,6.834639,46.4157,3.626446,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7053196,465.6514,Cube,419.134,0.9379432,464.3145,6.839095,46.41597,3.632911,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7053196,465.6514,Cube,419.134,0.9379432,464.3145,6.839095,46.41597,3.632911,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7032329,465.6628,Cube,419.1331,0.9380857,464.3124,6.839746,46.41847,3.637299,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7041841,465.6523,Cube,419.1322,0.9382238,464.3097,6.847213,46.41199,3.623164,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7041473,465.6555,Cube,419.1331,0.9381003,464.3127,6.842303,46.40491,3.629404,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7039579,465.6584,Cube,419.1337,0.9379966,464.3142,6.845625,46.41342,3.634522,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7048534,465.6455,Cube,419.132,0.9383376,464.3069,6.837791,46.41964,3.628674,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7048534,465.6455,Cube,419.132,0.9383376,464.3069,6.837791,46.41964,3.628674,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7028586,465.6606,Cube,419.1331,0.938235,464.3097,6.848808,46.42212,3.629504,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7037413,465.6518,Cube,419.1321,0.9383898,464.3069,6.847471,46.40943,3.625183,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:05 PM,420.545,0.7052725,465.6443,Cube,419.1312,0.9385174,464.3044,6.83869,46.41607,3.637222,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7025456,465.6583,Cube,419.1298,0.9387147,464.3002,6.841921,46.41378,3.626235,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7041906,465.6514,Cube,419.1302,0.938642,464.3025,6.837812,46.41469,3.632235,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7050728,465.6478,Cube,419.133,0.93823,464.3122,6.85343,46.41752,3.627203,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7030944,465.6637,Cube,419.1348,0.9380296,464.3176,6.844049,46.41234,3.638509,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7021813,465.6724,Cube,419.1359,0.9378836,464.3205,6.856928,46.41604,3.630311,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7021813,465.6724,Cube,419.1359,0.9378836,464.3205,6.856928,46.41604,3.630311,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7045357,465.6643,Cube,419.1374,0.9376617,464.3251,6.854848,46.42676,3.618316,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7045208,465.659,Cube,419.1365,0.9377652,464.3226,6.84316,46.4294,3.635126,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7043091,465.6675,Cube,419.1371,0.9375993,464.3261,6.830123,46.4161,3.634547,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7048444,465.6602,Cube,419.1357,0.9378039,464.3216,6.838358,46.42432,3.622561,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7048575,465.6602,Cube,419.1361,0.9377464,464.3229,6.834908,46.41972,3.628636,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.706117,465.6562,Cube,419.1376,0.9374627,464.3295,6.834031,46.42666,3.635266,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.706117,465.6562,Cube,419.1376,0.9374627,464.3295,6.834031,46.42666,3.635266,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7040391,465.6653,Cube,419.1374,0.937488,464.3288,6.842794,46.42633,3.61881,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7042271,465.6718,Cube,419.139,0.9371846,464.3338,6.843683,46.41478,3.607872,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7036568,465.6797,Cube,419.1396,0.9371318,464.3351,6.838629,46.41468,3.617664,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
5/8/2019 2:59:06 PM,420.545,0.7044428,465.6677,Cube,419.1373,0.9374822,464.3271,6.833803,46.41325,3.620649,Cube (UnityEngine.GameObject);Range rover (3) (UnityEngine.GameObject);Cube (UnityEngine.GameObject);Street_3_3 (UnityEngine.GameObject);Street_3_2 (UnityEngine.GameObject);TrafficBarup (UnityEngine.GameObject);Plane (5) (UnityEngine.GameObject),  ,not cross
